!!SBtab	Document='covid19' TableName='Distancing' TableType='QuantityMatrix' TableTitle='Event that changed peoples behaviour'		
!TimePoint	!Time	>SET:U0	!Comment
2020/03/16	45	1	sets input parameter named distancing_on (ID=U0) to 1
